iter	Passed	Remaining
1423	2198344	2432999
1424	2199987	2431565
1425	2201895	2430422
1426	2203751	2429222
1427	2205328	2427714
1428	2207017	2426328
1429	2208937	2425197
1430	2210581	2423760
1431	2212493	2422619
1432	2214039	2421075
1433	2215673	2419626
1434	2217438	2418321
1435	2219076	2416877
1436	2220848	2415578
1437	2222442	2414086
1438	2224348	2412930
1439	2226188	2411704
1440	2228015	2410461
1441	2229821	2409197
1442	2231308	2407586
1443	2233047	2406247
1444	2234529	2404631
1445	2236143	2403158
1446	2237904	2401842
1447	2239372	2400211
1448	2241201	2398967
1449	2243112	2397809
1450	2244655	2396258
1451	2246518	2395048
1452	2248354	2393808
1453	2250201	2392579
1454	2252092	2391397
1455	2253590	2389796
1456	2255198	2388312
1457	2256796	2386818
1458	2258669	2385613
1459	2260146	2383990
1460	2261955	2382716
1461	2263706	2381382
1462	2265296	2379877
1463	2266826	2378309
1464	2268741	2377145
1465	2270370	2375680
1466	2271974	2374190
1467	2273603	2372725
1468	2275273	2371302
1469	2276872	2369805
1470	2278501	2368340
1471	2280438	2367194
1472	2282300	2365969
1473	2283790	2364358
1474	2285636	2363115
1475	2287135	2361514
1476	2288988	2360277
1477	2290511	2358700
1478	2292322	2357418
1479	2294253	2356260
1480	2296218	2355135
1481	2297786	2353602
1482	2299507	2352226
1483	2301020	2350637
1484	2302968	2349492
1485	2304841	2348270
1486	2306404	2346731
1487	2308278	2345508
1488	2310022	2344153
1489	2311807	2342838
1490	2313634	2341565
1491	2315317	2340147
1492	2316835	2338560
1493	2318629	2337252
1494	2320420	2335941
1495	2322192	2334610
1496	2323722	2333036
1497	2325287	2331496
1498	2326828	2329932
1499	2328687	2328687
1500	2330528	2327422
1501	2332070	2325860
1502	2334083	2324765
1503	2336129	2323702
1504	2337881	2322347
1505	2339842	2321198
1506	2341772	2320017
1507	2343785	2318917
1508	2345500	2317522
1509	2347581	2316487
1510	2349583	2315373
1511	2351402	2314078
1512	2353165	2312727
1513	2354708	2311160
1514	2356538	2309874
1515	2357955	2308183
1516	2359928	2307036
1517	2361690	2305681
1518	2363403	2304279
1519	2365255	2303012
1520	2367636	2302258
1521	2370517	2301987
1522	2373176	2301498
1523	2375478	2300660
1524	2377605	2299651
1525	2379506	2298422
1526	2381724	2297498
1527	2383767	2296404
1528	2385601	2295107
1529	2387978	2294332
1530	2389946	2293161
1531	2391984	2292058
1532	2394267	2291187
1533	2396189	2289969
1534	2398139	2288778
1535	2400433	2287912
1536	2402373	2286709
1537	2404308	2285500
1538	2406519	2284551
1539	2408554	2283435
1540	2410604	2282331
1541	2412705	2281274
1542	2414242	2279683
1543	2416159	2278450
1544	2417714	2276876
1545	2419457	2275479
1546	2421060	2273949
1547	2422659	2272417
1548	2424306	2270928
1549	2426112	2269588
1550	2427751	2268092
1551	2429563	2266757
1552	2431359	2265407
1553	2433148	2264049
1554	2435175	2262912
1555	2437121	2261698
1556	2438948	2260373
1557	2440546	2258836
1558	2442161	2257315
1559	2444103	2256095
1560	2446086	2254912
1561	2448066	2253725
1562	2450013	2252507
1563	2451574	2250933
1564	2453499	2249694
1565	2455346	2248382
1566	2457484	2247335
1567	2459323	2246014
1568	2460962	2244511
1569	2462732	2243125
1570	2464605	2241834
1571	2466461	2240525
1572	2467975	2238906
1573	2469578	2237369
1574	2471430	2236055
1575	2473300	2234758
1576	2475197	2233485
1577	2476726	2231878
1578	2478335	2230345
1579	2480098	2228948
1580	2482092	2227760
1581	2483987	2226481
1582	2485825	2225151
1583	2487700	2223853
1584	2489404	2222401
1585	2491224	2221053
1586	2493046	2219706
1587	2494688	2218199
1588	2496404	2216756
1589	2497959	2215171
1590	2499442	2213522
1591	2501307	2212211
1592	2503127	2210860
1593	2504722	2209309
1594	2506608	2208015
1595	2508724	2206923
1596	2510289	2205345
1597	2511872	2203782
1598	2513560	2202313
1599	2515426	2200998
1600	2517276	2199668
1601	2518875	2198119
1602	2520670	2196741
1603	2522685	2195554
1604	2524477	2194171
1605	2526306	2192821
1606	2528115	2191452
1607	2530000	2190149
1608	2531590	2188590
1609	2533463	2187275
1610	2535155	2185804
1611	2536923	2184398
1612	2538799	2183084
1613	2540789	2181867
1614	2542773	2180644
1615	2544274	2179006
1616	2546690	2178152
1617	2548746	2176988
1618	2550775	2175800
1619	2552382	2174251
1620	2554368	2173025
1621	2556423	2171857
1622	2557886	2170184
1623	2559653	2168770
1624	2561598	2167506
1625	2563487	2166194
1626	2565129	2164673
1627	2567216	2163526
1628	2568732	2161897
1629	2570326	2160336
1630	2571792	2158666
1631	2573455	2157161
1632	2574942	2155508
1633	2576885	2154238
1634	2578687	2152849
1635	2580399	2151384
1636	2582220	2150010
1637	2584171	2148743
1638	2585756	2147171
1639	2587376	2145629
1640	2589551	2144546
1641	2591331	2143135
1642	2593249	2141837
1643	2594956	2140365
1644	2596736	2138953
1645	2598350	2137404
1646	2600211	2136057
1647	2602063	2134702
1648	2603644	2133125
1649	2605449	2131731
1650	2607282	2130359
1651	2609114	2128987
1652	2611100	2127738
1653	2612925	2126358
1654	2614899	2125099
1655	2616468	2123510
1656	2618306	2122139
1657	2619939	2120602
1658	2621535	2119035
1659	2623081	2117427
1660	2625038	2116150
1661	2626845	2114753
1662	2628409	2113158
1663	2630153	2111709
1664	2631693	2110096
1665	2633343	2108571
1666	2635132	2107157
1667	2637087	2105875
1668	2638996	2104556
1669	2640804	2103155
1670	2642447	2101623
1671	2643999	2100018
1672	2645659	2098499
1673	2647368	2097019
1674	2648981	2095463
1675	2650797	2094066
1676	2652827	2092838
1677	2654327	2091192
1678	2656265	2089891
1679	2657789	2088263
1680	2659630	2086884
1681	2661329	2085393
1682	2662961	2083850
1683	2664575	2082293
1684	2666218	2080758
1685	2667825	2079194
1686	2669505	2077688
1687	2671421	2076365
1688	2673361	2075060
1689	2675006	2073525
1690	2676847	2072142
1691	2678666	2070742
1692	2680602	2069431
1693	2682679	2068228
1694	2684176	2066578
1695	2685996	2065176
1696	2688125	2064011
1697	2689944	2062607
1698	2691693	2061149
1699	2693233	2059531
1700	2695133	2058188
1701	2696877	2056725
1702	2698508	2055176
1703	2700280	2053734
1704	2702191	2052397
1705	2703810	2050838
1706	2705966	2049686
1707	2707564	2048111
1708	2709434	2046741
1709	2711252	2045330
1710	2713072	2043922
1711	2714932	2042542
1712	2717211	2041477
1713	2719098	2040116
1714	2720688	2038533
1715	2722838	2037368
1716	2724758	2036031
1717	2726709	2034715
1718	2728362	2033177
1719	2730028	2031649
1720	2732066	2030396
1721	2734244	2029248
1722	2736072	2027837
1723	2738304	2026726
1724	2739991	2025210
1725	2741761	2023757
1726	2743463	2022252
1727	2745054	2020665
1728	2746592	2019039
1729	2748496	2017682
1730	2750203	2016180
1731	2752117	2014829
1732	2754252	2013640
1733	2756241	2012342
1734	2758021	2010891
1735	2760047	2009620
1736	2761740	2008104
1737	2763473	2006619
1738	2765374	2005254
1739	2767009	2003696
1740	2768655	2002146
1741	2770381	2000654
1742	2772283	1999288
1743	2773959	1997759
1744	2775927	1996440
1745	2777845	1995085
1746	2779744	1993714
1747	2781281	1992084
1748	2783111	1990664
1749	2785137	1989383
1750	2786833	1987866
1751	2788933	1986637
1752	2790587	1985089
1753	2792677	1983851
1754	2794454	1982390
1755	2796090	1980829
1756	2797983	1979449
1757	2800074	1978209
1758	2802023	1976868
1759	2803935	1975499
1760	2806116	1974320
1761	2807721	1972735
1762	2809522	1971287
1763	2811023	1969628
1764	2812645	1968054
1765	2814292	1966498
1766	2816000	1964984
1767	2817891	1963598
1768	2819877	1962277
1769	2821670	1960821
1770	2823426	1959339
1771	2825107	1957805
1772	2826708	1956216
1773	2828277	1954604
1774	2830071	1953147
1775	2831997	1951782
1776	2833723	1950277
1777	2835634	1948900
1778	2837570	1947539
1779	2839362	1946079
1780	2840925	1944462
1781	2842673	1942972
1782	2844828	1941758
1783	2846833	1940442
1784	2848644	1938992
1785	2850592	1937636
1786	2852204	1936051
1787	2854111	1934666
1788	2856165	1933379
1789	2857974	1931926
1790	2859962	1930594
1791	2861670	1929072
1792	2863595	1927696
1793	2865584	1926363
1794	2867432	1924933
1795	2869338	1923543
1796	2871090	1922049
1797	2872996	1920656
1798	2875465	1919640
1799	2877585	1918390
1800	2879174	1916785
1801	2881088	1915396
1802	2883073	1914053
1803	2884716	1912484
1804	2886677	1911124
1805	2888555	1909709
1806	2890691	1908464
1807	2892794	1907196
1808	2894643	1905760
1809	2896368	1904242
1810	2898204	1902797
1811	2900393	1901582
1812	2902279	1900168
