iter	MultiClass
134	1.332550808
135	1.328889996
136	1.327810207
137	1.323242401
138	1.32321006
139	1.323209686
140	1.323191109
141	1.321713774
142	1.316990252
143	1.316396908
144	1.313829451
145	1.313829081
146	1.313305412
147	1.312918103
148	1.312600894
149	1.309837975
150	1.309058391
151	1.309004585
152	1.307797811
153	1.307526068
154	1.307435463
155	1.305686397
156	1.305080257
157	1.305080022
158	1.30493676
159	1.30457408
160	1.304566361
161	1.301936707
162	1.301925141
163	1.299810965
164	1.298493914
165	1.298130165
166	1.298101926
167	1.295952444
168	1.295840073
169	1.294776865
170	1.294773909
171	1.294215233
172	1.293384901
173	1.292956061
174	1.292932443
175	1.29186794
176	1.289970964
177	1.289776631
178	1.285329229
179	1.284504363
180	1.28450001
181	1.283981432
182	1.282229173
183	1.281251561
184	1.278722913
185	1.278004999
186	1.278004851
187	1.277934967
188	1.277934186
189	1.277037989
190	1.276479428
191	1.276472869
192	1.273362302
193	1.273172501
194	1.273041428
195	1.272995152
196	1.272555066
197	1.27242365
198	1.26876522
199	1.268339251
200	1.265888016
201	1.264715382
202	1.263954157
203	1.263353689
204	1.263120084
205	1.262498948
206	1.261018534
207	1.259044243
208	1.258242814
209	1.255157375
210	1.254939027
211	1.253984867
212	1.253905427
213	1.253480634
214	1.253333505
215	1.252732401
216	1.251184414
217	1.251122219
218	1.249754457
219	1.249573492
220	1.247327132
221	1.247326552
222	1.247324933
223	1.246621345
224	1.245798822
225	1.245798164
226	1.245792539
227	1.245661719
228	1.245130293
229	1.243954435
230	1.243952821
231	1.243841931
232	1.243419969
233	1.242523785
234	1.242339658
235	1.242339603
236	1.24192666
237	1.241677872
238	1.24143672
239	1.241234006
240	1.241005512
241	1.240413019
242	1.238042025
243	1.237022185
244	1.235690687
245	1.235689472
246	1.235538511
247	1.233481353
248	1.232964703
249	1.232964657
250	1.232771015
251	1.232527485
252	1.230011225
253	1.229854752
254	1.229256985
255	1.229256792
256	1.227666442
257	1.227506462
258	1.225610247
259	1.222565036
260	1.222004027
261	1.221792095
262	1.221349754
263	1.221349545
264	1.220819751
265	1.220819702
266	1.220709513
267	1.218774475
268	1.218530942
269	1.218056078
270	1.216750528
271	1.214930335
272	1.214359201
273	1.21421682
274	1.212830815
275	1.211378501
276	1.210652286
277	1.209876905
278	1.209874804
279	1.203609262
280	1.2033458
281	1.202421251
282	1.201862125
283	1.201862033
284	1.198607211
285	1.198605753
286	1.198436797
287	1.19756828
288	1.19735891
289	1.195783374
290	1.195174981
291	1.191709142
292	1.191631924
293	1.191483914
294	1.187378748
295	1.182614393
296	1.182344412
297	1.180369499
298	1.17770842
299	1.17746968
300	1.172544551
301	1.172151059
302	1.168589616
303	1.168201631
304	1.167300521
305	1.16460329
306	1.163570393
307	1.16258702
308	1.162053562
309	1.157013711
310	1.156849485
311	1.15310429
312	1.150941413
313	1.150941086
314	1.150023172
315	1.14960938
316	1.148879474
317	1.148879193
318	1.148878929
319	1.14790264
320	1.144163902
321	1.141796156
322	1.141795839
323	1.13951236
324	1.137752177
325	1.137378437
326	1.134268348
327	1.133403058
328	1.132071137
329	1.12805318
330	1.126080697
331	1.122838859
332	1.122432889
333	1.120947477
334	1.120533538
335	1.117082386
336	1.115139246
337	1.113732757
338	1.111683006
339	1.110928604
340	1.110650567
341	1.106823259
342	1.102521563
343	1.100688664
344	1.099956891
345	1.0994227
346	1.093710565
347	1.090030408
348	1.089190436
349	1.087400344
350	1.084928449
351	1.083393945
352	1.082849953
353	1.082264294
354	1.080448808
355	1.078006033
356	1.074297973
357	1.072723734
358	1.071845357
359	1.067534049
360	1.065743728
361	1.063887096
362	1.061988107
363	1.061262432
364	1.059627446
365	1.056546596
366	1.055930807
367	1.054582594
368	1.050132773
369	1.047577959
370	1.046228568
371	1.045091571
372	1.04269172
373	1.041634109
374	1.037416123
375	1.034773579
376	1.030270098
377	1.025573443
378	1.024760058
379	1.023799364
380	1.021156999
381	1.018453046
382	1.013099391
383	1.011122287
384	1.007774389
385	1.005597929
386	1.001542032
387	0.9971262246
388	0.9952156208
389	0.9901465742
390	0.9893344971
391	0.9863522553
392	0.9827552842
393	0.9803876882
394	0.9775360766
395	0.9749440543
396	0.9719726484
397	0.9674230301
398	0.9630756947
399	0.9609183351
400	0.9581935455
401	0.9552426097
402	0.9523655022
403	0.9505055129
404	0.9480336801
405	0.9461997006
406	0.940993449
407	0.9386607259
408	0.9350237749
409	0.9322615259
410	0.9303871117
411	0.9280360895
412	0.9240367047
413	0.9207083555
414	0.9177308129
415	0.9147786939
416	0.9112696744
417	0.9095866466
418	0.9087732492
419	0.9073288149
420	0.9040949097
421	0.9031008702
422	0.9014993907
423	0.8978814215
424	0.895622671
425	0.892837873
426	0.8911892943
427	0.8902939864
428	0.8883640562
429	0.8858357907
430	0.8839330802
431	0.8817411822
432	0.8777645811
433	0.8759231386
434	0.8742936819
435	0.8716774769
436	0.8682193037
437	0.8646022944
438	0.8639786521
439	0.8630375003
440	0.8621773947
441	0.8601105513
442	0.8588747954
443	0.8576218245
444	0.8562982172
445	0.8551222498
446	0.8542268901
447	0.8504206702
448	0.8474562942
449	0.846384306
450	0.8438771055
451	0.8427179757
452	0.8399878916
453	0.8388393976
454	0.8372751873
455	0.83682817
456	0.834520359
457	0.8316004978
458	0.8312466356
459	0.8305013322
460	0.8285698927
461	0.8274036742
462	0.8258404758
463	0.8245868577
464	0.8224556963
465	0.8215209409
466	0.8193347537
467	0.8178834385
468	0.8158749707
469	0.813407016
470	0.8125658747
471	0.8108445752
472	0.8087351478
473	0.8076869781
474	0.8057803062
475	0.8043833839
476	0.802241139
477	0.8008076185
478	0.7993493059
479	0.7976439223
480	0.796583858
481	0.7944313952
482	0.7935857055
483	0.7924688842
484	0.7911617374
485	0.789009246
486	0.786938085
487	0.7852354188
488	0.783632207
489	0.7817989849
490	0.7809522113
491	0.7802753438
492	0.778933662
493	0.7776771633
494	0.7752262785
495	0.7742236255
496	0.7730018529
497	0.7712695949
498	0.7697814801
499	0.768059913
500	0.7665388432
501	0.7657990817
502	0.7639894863
503	0.7620567575
504	0.760933756
505	0.7584309152
506	0.7560242998
507	0.7537878014
508	0.7529369654
509	0.75150283
510	0.7509266358
511	0.7503155432
512	0.748699986
513	0.7480532626
514	0.7470556977
515	0.7452549751
516	0.7447346513
517	0.7432987872
518	0.7423781411
519	0.7416840636
520	0.7402886481
521	0.738491256
522	0.7366153527
523	0.7354256147
524	0.7336695085
525	0.7324646823
526	0.7311761149
527	0.7291738319
528	0.728194114
529	0.7277072779
530	0.7267810536
531	0.7254467239
532	0.7235820783
533	0.7224079953
534	0.7220208441
535	0.7206301371
536	0.720034473
537	0.7194549673
538	0.7188016119
539	0.7179837771
540	0.7158082782
541	0.7138746315
542	0.7129070016
543	0.7113274066
544	0.709907012
545	0.7082328841
546	0.7073880199
547	0.7055719662
548	0.7045250661
549	0.7035845623
550	0.7030373487
551	0.701155791
552	0.6992238768
553	0.6982046244
554	0.697396463
555	0.6961400355
556	0.6948529022
557	0.6930568315
558	0.6920662314
559	0.6907192813
560	0.6890827791
561	0.6875991757
562	0.6859704998
563	0.6850503887
564	0.6846538759
565	0.6830108566
566	0.6817111472
567	0.68094811
568	0.6800084218
569	0.6795239979
570	0.6784858229
571	0.6777549539
572	0.6762086457
573	0.6752445785
574	0.6738573169
575	0.6724813216
576	0.6717098821
577	0.6710157632
578	0.6697645623
579	0.6687738291
580	0.6678500349
581	0.6669061906
582	0.6656816911
583	0.6638272722
584	0.6620474565
585	0.6614640489
586	0.6598447542
587	0.6590284372
588	0.658428441
589	0.6576047814
590	0.6560041154
591	0.6547595201
592	0.653246163
593	0.6525782564
594	0.6516656602
595	0.6503993083
596	0.6487371544
597	0.6475676937
598	0.6469017259
599	0.6455693341
600	0.6442259291
601	0.6431283046
602	0.6413948565
603	0.6399500971
604	0.6391599271
605	0.6385059983
606	0.6378471177
607	0.6369019582
608	0.6360551966
609	0.635484469
610	0.6350842033
611	0.6341063668
612	0.6335379157
613	0.6320359919
614	0.6316575975
615	0.631103924
616	0.6300297338
617	0.6296171202
618	0.6292504623
619	0.6288762147
620	0.6285339056
621	0.6276844448
622	0.6268229377
623	0.6263595303
624	0.6259322956
625	0.6252144858
626	0.6241409673
627	0.6231179179
628	0.6216555583
629	0.6210828864
630	0.6199473413
631	0.619505666
632	0.618571945
633	0.6182623975
634	0.617514941
635	0.6171071226
636	0.6166665777
637	0.6158313469
638	0.6154507853
639	0.6146123912
640	0.6140017399
641	0.6135025554
642	0.6124873686
643	0.6117076198
644	0.6108420283
645	0.6103326777
646	0.6094465492
647	0.6081481749
648	0.6078241824
649	0.6068689144
650	0.6061610453
651	0.6054264047
652	0.6047906364
653	0.6045422522
654	0.6033431573
655	0.6025829684
656	0.6018728013
657	0.6002570812
658	0.5996077352
659	0.5989322673
660	0.5975445179
661	0.5970428394
662	0.5961024034
663	0.5949300645
664	0.5939614604
665	0.5929770446
666	0.5919077955
667	0.5911298755
668	0.5905583859
669	0.5893594742
670	0.5890485586
671	0.5886839867
672	0.5884930787
673	0.5880639507
674	0.5871590308
675	0.5865992039
676	0.5852588805
677	0.5846107704
678	0.5839977323
679	0.5835076637
680	0.5829181647
681	0.5826622419
682	0.5820223473
683	0.5813154897
684	0.5802745143
685	0.5795389775
686	0.578292404
687	0.5777648403
688	0.5774368156
689	0.576568125
690	0.5758751399
691	0.5749706709
692	0.5737341011
693	0.5728544559
694	0.5721132014
695	0.5715261315
696	0.5706745711
697	0.569936138
698	0.5694179462
699	0.5685072126
700	0.5678237392
701	0.5669582397
702	0.5665031046
703	0.565531316
704	0.5650998374
705	0.5645918036
706	0.5634664106
707	0.5624576186
708	0.5614587229
709	0.5605759119
710	0.5598276689
711	0.5590120405
712	0.5588077216
713	0.5578394176
714	0.5568579586
715	0.5566211146
716	0.5562889093
717	0.5558503213
718	0.5545725257
719	0.5541834727
720	0.5539465102
721	0.5535281825
722	0.5530612016
723	0.5520497363
724	0.5514063395
725	0.5503526086
726	0.5492561907
727	0.5487302162
728	0.5482087255
729	0.5477561482
730	0.5472647546
731	0.5470472697
732	0.5467001713
733	0.5460606603
734	0.5455892825
735	0.544800692
736	0.5442509407
737	0.5433247669
738	0.5429829284
739	0.5425793152
740	0.5416154469
741	0.5410089911
742	0.5405135638
743	0.5396874442
744	0.5392935016
745	0.538668301
746	0.5380774193
747	0.5376744664
748	0.5370441189
749	0.5364958447
750	0.5356501372
751	0.5349874477
752	0.5343335717
753	0.5335921859
754	0.5330775195
755	0.5326876305
756	0.5323295134
757	0.5316072439
758	0.5311128643
759	0.5302167362
760	0.5292721251
761	0.5285003393
762	0.5279520077
763	0.5276429019
764	0.5267131499
765	0.5264150901
766	0.5256201925
767	0.5246885083
768	0.5240135981
769	0.5233321696
770	0.5228736162
771	0.5224676328
772	0.5221499867
773	0.5215151955
774	0.5211445735
775	0.5208309306
776	0.5201231313
777	0.5196811654
778	0.5193657806
779	0.5186513258
780	0.5180687596
781	0.5173995166
782	0.516639646
783	0.5163898807
784	0.5157650094
785	0.5154515709
786	0.5145850119
787	0.5138128584
788	0.5131367422
789	0.5127829655
790	0.5119810301
791	0.5116946748
792	0.5114189924
793	0.5110614969
794	0.5105252672
795	0.5098808422
796	0.5096030602
797	0.5090465759
798	0.5082782963
799	0.5079596444
800	0.5076174523
801	0.5068030155
802	0.5061427198
803	0.5054059472
804	0.5047164744
805	0.5038660175
806	0.5035661367
807	0.5027027265
808	0.5019886711
809	0.5015599902
810	0.5007635922
811	0.5004085991
812	0.4998223609
813	0.4995785096
814	0.4991271006
815	0.4989303663
816	0.4984979919
817	0.4977983237
818	0.497374916
819	0.4968776596
820	0.4963782734
821	0.4957784118
822	0.4951879779
823	0.4948605264
824	0.4940646212
825	0.4937046888
826	0.4934232022
827	0.4931514738
828	0.492582638
829	0.4923877249
830	0.4920921497
831	0.4914993114
832	0.490844578
833	0.4905653792
834	0.4899699378
835	0.4893179567
836	0.4886608277
837	0.4881932191
838	0.4878062788
839	0.4876675562
840	0.4871194787
841	0.4867104836
842	0.486279537
843	0.4858418379
844	0.4855743761
845	0.4850489828
846	0.4847352875
847	0.4840354352
848	0.4837425642
849	0.4830577259
850	0.4825279967
851	0.4820336623
852	0.4817190239
853	0.4808524873
854	0.4802052702
855	0.4798112114
856	0.4792485549
857	0.478708519
858	0.4782446316
859	0.4778671477
860	0.4773824108
861	0.4768375412
862	0.4763596802
863	0.4759805187
864	0.4756009976
865	0.4750977802
866	0.4746201676
867	0.4744340607
868	0.4740691263
869	0.473702885
870	0.473068944
871	0.4729044448
872	0.4727190002
873	0.4722086528
874	0.4716758246
875	0.4712579728
876	0.4708762112
877	0.4706373212
878	0.4700312075
879	0.4695039089
880	0.4689476665
881	0.4687478032
882	0.4681368103
883	0.4676754806
884	0.4675438629
885	0.4668868967
886	0.4666572784
887	0.4660493225
888	0.4657884061
889	0.4651796071
890	0.4646963349
891	0.4643956348
892	0.4638822869
893	0.4636291955
894	0.4632404856
895	0.462843074
896	0.4623790876
897	0.4621789866
898	0.4616855339
899	0.4612890762
900	0.4608204233
901	0.4604973606
902	0.4603679781
903	0.4600992843
904	0.4597884267
905	0.4591342481
906	0.4587133824
907	0.4582619719
908	0.4577418598
909	0.4573460156
910	0.4566985027
911	0.4564102829
912	0.4561878405
913	0.4558221271
914	0.4553783616
915	0.4549511884
916	0.4546683485
917	0.454227844
918	0.4535905452
919	0.4533732848
920	0.4531629034
921	0.4527341745
922	0.452276117
923	0.4520191484
924	0.4514120502
925	0.4512770526
926	0.4508057963
927	0.4504976512
928	0.4501284257
929	0.4500193714
930	0.4497765158
931	0.449550259
932	0.4490134392
933	0.4486887505
934	0.4482338544
935	0.4478330333
936	0.4474654613
937	0.4468540498
938	0.4466449801
939	0.4462617746
940	0.4456663264
941	0.4450028957
942	0.4447443937
943	0.4443117196
944	0.443906262
945	0.4435704256
946	0.4431282564
947	0.4426373154
948	0.4423174697
949	0.442005607
950	0.4415190947
951	0.4410434724
952	0.4406829897
953	0.4401517264
954	0.4399189785
955	0.4396447358
956	0.4393044665
957	0.4386526001
958	0.4383234179
959	0.4380610284
960	0.4377249504
961	0.437270846
962	0.4370616969
963	0.4367121464
964	0.4365416355
965	0.4360014169
966	0.4358104289
967	0.435176088
968	0.4347311157
969	0.4343925417
970	0.4339177018
971	0.4336352923
972	0.4332401097
973	0.4328339605
974	0.4326199975
975	0.432209555
976	0.4319147894
977	0.4313795818
978	0.4309675323
979	0.4307790856
980	0.4304069749
981	0.4299249821
982	0.429523685
983	0.4291918812
984	0.4288831186
985	0.4283038405
986	0.4279809648
987	0.4275610049
988	0.4272096691
989	0.4266752329
990	0.4262772982
991	0.4258895398
992	0.4254611419
993	0.425164595
994	0.4247338803
995	0.4244481372
996	0.4241670982
997	0.4238011511
998	0.4233445531
999	0.42307458
1000	0.422770468
1001	0.4224541686
1002	0.4220787113
1003	0.4216441478
1004	0.4212731512
1005	0.4210308484
1006	0.420707818
1007	0.4205457219
1008	0.4199649359
1009	0.419438976
1010	0.4190723406
1011	0.4187124163
1012	0.4182783054
1013	0.4177397952
1014	0.4172357195
1015	0.4167630174
1016	0.4164383193
1017	0.4162823324
1018	0.4161385252
1019	0.4156659936
1020	0.415381178
1021	0.4151565785
1022	0.4148182286
1023	0.4145943402
1024	0.4143268738
1025	0.4141185143
1026	0.4135915297
1027	0.4130912079
1028	0.4127211026
1029	0.41210529
1030	0.4118999809
1031	0.4116983504
1032	0.4112432963
1033	0.4109023959
1034	0.4101988737
1035	0.4097302426
1036	0.4094715607
1037	0.4089818181
1038	0.4087669344
1039	0.4081083241
1040	0.4078277774
1041	0.4074589479
1042	0.4071223461
1043	0.4066580903
1044	0.4062886539
1045	0.406054004
1046	0.4056064779
1047	0.4054508731
1048	0.404959693
1049	0.4045294172
1050	0.4044750815
1051	0.4042605496
1052	0.4039892071
1053	0.4037223166
1054	0.403337199
1055	0.4032507186
1056	0.402999606
1057	0.4027032064
1058	0.4025063656
1059	0.4022878468
1060	0.4019088169
1061	0.4016715955
1062	0.4013423748
1063	0.4009473371
1064	0.4006899714
1065	0.4003196664
1066	0.3999300482
1067	0.3995379908
1068	0.3992070692
1069	0.3989394918
1070	0.3986411044
1071	0.398124223
1072	0.3978028653
1073	0.3973776104
1074	0.3970551286
1075	0.3967497204
1076	0.3964956094
1077	0.3963638506
1078	0.3959754346
1079	0.3956347322
1080	0.395468437
1081	0.3949535668
1082	0.3946922842
1083	0.394283907
1084	0.3941703292
1085	0.3936603064
1086	0.3935285834
1087	0.3930704563
1088	0.3925966503
1089	0.3924280292
1090	0.3921379561
1091	0.3920346865
1092	0.3917195665
1093	0.3914385734
1094	0.3911234289
1095	0.3907775263
1096	0.3904707163
1097	0.390122521
1098	0.3896032031
1099	0.3892060367
1100	0.3890555784
1101	0.3886907601
1102	0.3881651886
1103	0.3878600191
1104	0.3875063531
1105	0.3869587747
1106	0.3868113823
1107	0.3867407875
1108	0.3865123649
1109	0.3862751475
1110	0.3859915896
1111	0.3857811561
1112	0.3853908403
1113	0.385152686
1114	0.3850067108
1115	0.3846837259
1116	0.3842427194
1117	0.3841157401
1118	0.3837371648
1119	0.3836108011
1120	0.3832771488
1121	0.382968124
1122	0.3827360209
1123	0.3823948375
1124	0.3820949905
1125	0.3819191663
1126	0.3816897253
1127	0.3813860771
1128	0.3811344744
1129	0.3808383973
1130	0.3805678742
1131	0.3803622586
1132	0.3801054879
1133	0.3798045548
1134	0.379529987
1135	0.3793910252
1136	0.3791485099
1137	0.378996212
1138	0.3786392098
1139	0.3784053804
1140	0.3779867614
1141	0.3776242067
1142	0.3772447799
1143	0.3770998526
1144	0.3765809296
1145	0.3763608701
1146	0.3759380789
1147	0.3758088342
1148	0.3754515631
1149	0.3750072726
1150	0.3748190793
1151	0.3746371761
1152	0.3744497282
1153	0.3740697391
1154	0.3738435894
1155	0.3736904801
1156	0.3734097726
1157	0.3730703056
1158	0.3728781093
1159	0.372661543
1160	0.3724186517
1161	0.3722377174
1162	0.3720593803
1163	0.3719301377
1164	0.3717553783
1165	0.3713928938
1166	0.3712846967
1167	0.3711230884
1168	0.3708011293
1169	0.370325266
1170	0.3701389533
1171	0.3698752407
1172	0.3695314312
1173	0.3693433796
1174	0.3691428255
1175	0.3688411988
1176	0.3685074095
1177	0.3683046684
1178	0.3680166495
1179	0.367621937
1180	0.3674529692
1181	0.3673464472
1182	0.367111242
1183	0.3668421337
1184	0.3664198514
1185	0.3662293626
1186	0.3658915355
1187	0.3656351072
1188	0.3652820562
1189	0.3649294614
1190	0.3645987849
1191	0.3644372365
1192	0.3640866723
1193	0.3637682081
1194	0.363496319
1195	0.3633216195
1196	0.3631150154
1197	0.3627595964
1198	0.3624593157
1199	0.3621937211
1200	0.3619240351
1201	0.3617875727
1202	0.3615102461
1203	0.3613552393
1204	0.3611722162
1205	0.3607463957
1206	0.360520485
1207	0.3603680038
1208	0.3599647032
1209	0.3595436189
1210	0.3594276941
1211	0.3591035379
1212	0.3587108073
1213	0.3585270212
1214	0.3583266323
1215	0.3579717429
1216	0.3578136561
1217	0.3576329699
1218	0.3572687694
1219	0.3569394963
1220	0.3566838924
1221	0.3564368197
1222	0.3562282111
1223	0.3559245446
1224	0.3556896957
1225	0.3554130192
1226	0.3549994491
1227	0.3546233504
1228	0.354338788
1229	0.3541506848
1230	0.3539968208
1231	0.3538456574
1232	0.3534714884
1233	0.353071519
1234	0.3528304459
1235	0.3524079421
1236	0.3521782869
1237	0.3518592245
1238	0.3515171375
1239	0.3512849211
1240	0.351060792
1241	0.350787043
1242	0.3506082772
1243	0.3502928834
1244	0.3501124191
1245	0.3499681952
1246	0.3496640736
1247	0.3492895576
1248	0.3491799434
1249	0.3489902769
1250	0.3488608257
1251	0.3485485765
1252	0.3482767993
1253	0.3480498283
1254	0.3477495823
1255	0.3476226403
1256	0.3473731786
1257	0.3471206337
1258	0.3469565017
1259	0.3465590167
1260	0.34615793
1261	0.3457772321
1262	0.3454642425
1263	0.3451429531
1264	0.3447971404
1265	0.3445615532
1266	0.3443869952
1267	0.3441502143
1268	0.3438798125
1269	0.3436748779
1270	0.3435455683
1271	0.3432633116
1272	0.3429743531
1273	0.3427258937
1274	0.3424379564
1275	0.3423554075
1276	0.3422316093
1277	0.3420422734
1278	0.3417573918
1279	0.3414263364
1280	0.3411630732
1281	0.3408568443
1282	0.3406895902
1283	0.3403224421
1284	0.3400549879
1285	0.3398828484
1286	0.3396046124
1287	0.3394194071
1288	0.3391527567
1289	0.3389322172
1290	0.3387231321
1291	0.338452923
1292	0.3382187283
1293	0.3380486744
1294	0.3377935646
1295	0.3375864673
1296	0.3373564235
1297	0.3372523579
1298	0.3369997361
1299	0.3366926489
1300	0.3364621781
1301	0.3363574233
1302	0.3361467469
1303	0.3360988423
1304	0.3359619732
1305	0.3358401833
1306	0.3355250738
1307	0.335310468
1308	0.3351639446
1309	0.3349446365
1310	0.3346336477
1311	0.3343674348
1312	0.3341348622
1313	0.3338468524
1314	0.3336038013
1315	0.3334204924
1316	0.3331660254
1317	0.33299914
1318	0.3328339523
1319	0.3327255842
1320	0.3324589651
1321	0.3321149766
1322	0.3318943791
1323	0.3315948639
1324	0.3312651384
1325	0.3311670413
1326	0.3309509697
1327	0.330716335
1328	0.3304836358
1329	0.3302715078
1330	0.329959322
1331	0.3296493149
1332	0.3293114949
1333	0.3290910735
1334	0.3289639841
1335	0.3286385981
1336	0.3285551952
1337	0.328284822
1338	0.3280496318
1339	0.3278230547
1340	0.3277207411
1341	0.3274371343
1342	0.3272840438
1343	0.3269793317
1344	0.3267429712
1345	0.3266154848
1346	0.326415929
1347	0.326221024
1348	0.3259768275
1349	0.3257310912
1350	0.3253664117
1351	0.3252008271
1352	0.3249736076
1353	0.3247310751
1354	0.3244110013
1355	0.324216647
1356	0.3238770071
1357	0.323668811
1358	0.3235314462
1359	0.3234177002
1360	0.3233685999
1361	0.323031061
1362	0.3228911195
1363	0.322604134
1364	0.3223948196
1365	0.3223295693
1366	0.322273049
1367	0.3220125529
1368	0.3219573223
1369	0.3217411102
1370	0.3213795831
1371	0.3211892163
1372	0.3210256689
1373	0.3207824964
1374	0.3206200119
1375	0.3203718454
1376	0.3202250249
1377	0.3200228509
1378	0.3199180321
1379	0.3197751448
1380	0.3196709201
1381	0.3194408878
1382	0.319173348
1383	0.3189983686
1384	0.3187486692
1385	0.3184761954
1386	0.3183851043
1387	0.3182716861
1388	0.3180738283
1389	0.3178146098
1390	0.3177082995
1391	0.3174618462
1392	0.3171837979
1393	0.3169372179
1394	0.3168412002
1395	0.3165580489
1396	0.3163827509
1397	0.3160787676
1398	0.3157400616
1399	0.3156422361
1400	0.3154378019
1401	0.3152941091
1402	0.3150624435
1403	0.3149676937
1404	0.3147714413
1405	0.3146600035
1406	0.3144490909
1407	0.314221043
1408	0.3139976773
1409	0.3137670858
1410	0.3135967318
1411	0.3134475962
1412	0.3132756672
1413	0.3131421846
1414	0.3129525896
1415	0.3127686874
1416	0.312537208
1417	0.3123552077
1418	0.3122075385
1419	0.3119315904
1420	0.3117933532
1421	0.3114815069
1422	0.3112409111
1423	0.3110316989
1424	0.310812841
1425	0.3105273071
1426	0.3103214105
1427	0.3100641723
1428	0.3099088543
1429	0.3097587999
1430	0.309473696
1431	0.3091889182
1432	0.3089325591
1433	0.3088218246
1434	0.3087321191
1435	0.3085155043
1436	0.308360523
1437	0.3081318973
1438	0.3080524663
1439	0.3078303258
1440	0.3076588031
1441	0.3075290902
1442	0.3073228562
1443	0.307121092
1444	0.3068641267
1445	0.3066675275
1446	0.3064593003
1447	0.3062291595
1448	0.3060734207
1449	0.3059468373
1450	0.3057653954
1451	0.3055201138
1452	0.3053942939
1453	0.3052056617
1454	0.3049666552
1455	0.3046671668
1456	0.3046094885
1457	0.3043788247
1458	0.3042218434
1459	0.3040651945
1460	0.3039854324
1461	0.3037535847
1462	0.303558459
1463	0.3034576943
1464	0.3032294139
1465	0.3030414368
1466	0.3026803932
1467	0.3025386209
1468	0.3023811169
1469	0.3022897527
1470	0.3020932749
1471	0.301858721
1472	0.301715278
1473	0.3015617863
1474	0.3012876451
1475	0.301064072
1476	0.3008562008
1477	0.3006652287
1478	0.3004509212
1479	0.3002701508
1480	0.3000211216
1481	0.2997803008
1482	0.2996518137
1483	0.2994116889
1484	0.2992499217
1485	0.2991023169
1486	0.2989052065
1487	0.2986777036
1488	0.2985152484
1489	0.2984095054
1490	0.298237157
1491	0.2980765192
1492	0.2979212394
1493	0.2977395553
1494	0.2976431147
1495	0.2973845873
1496	0.297266935
1497	0.2971656246
1498	0.2969794496
1499	0.2968179102
1500	0.2966227502
1501	0.2964230917
1502	0.2961981054
1503	0.2960331855
1504	0.2959237651
1505	0.2957679972
1506	0.2955369145
1507	0.2954442396
1508	0.2953164195
1509	0.2950675674
1510	0.2948722444
1511	0.2947303887
1512	0.2945853496
1513	0.2944821839
1514	0.2943747902
1515	0.2941218398
1516	0.293994013
1517	0.2937817207
1518	0.2936420392
1519	0.2933991587
1520	0.2931965261
1521	0.2931099262
1522	0.2929044256
1523	0.2927995531
1524	0.2926242948
1525	0.2924833507
1526	0.2922231758
1527	0.2920174831
1528	0.2918896225
1529	0.291702731
1530	0.2916285856
1531	0.2915142595
1532	0.2913416181
1533	0.2911502736
1534	0.291015192
1535	0.2908576028
1536	0.2906609449
1537	0.2905100694
1538	0.2902560537
1539	0.290054905
1540	0.2899288081
1541	0.2898079478
1542	0.2896750617
1543	0.2895344236
1544	0.2893597616
1545	0.2891600536
1546	0.2890203054
1547	0.2888277272
