iter	MultiClass
1548	0.2885743087
1549	0.2884231954
1550	0.2882695422
1551	0.2880887353
1552	0.287910911
1553	0.2876670467
1554	0.2875942601
1555	0.2874087529
1556	0.2872035242
1557	0.2870677186
1558	0.2869217481
1559	0.2866800294
1560	0.2864611966
1561	0.2863943735
1562	0.286201932
1563	0.2860759955
1564	0.2858300432
1565	0.2857645794
1566	0.2856100417
1567	0.2854636435
1568	0.2851759531
1569	0.2849622224
1570	0.2848646937
1571	0.2846943958
1572	0.2845146337
1573	0.2844440834
1574	0.2842921693
1575	0.2841220045
1576	0.283895755
1577	0.2837290796
1578	0.2836670093
1579	0.2834875465
1580	0.283348816
1581	0.2830506241
1582	0.2828777893
1583	0.2827439606
1584	0.2825298775
1585	0.2822747502
1586	0.2821218288
1587	0.2821062208
1588	0.2819920204
1589	0.2817944311
1590	0.2815603743
1591	0.2813125929
1592	0.2811339027
1593	0.2809596173
1594	0.2807372983
1595	0.2804974887
1596	0.2803072906
1597	0.280085469
1598	0.2798847931
1599	0.2797183174
1600	0.2795309004
1601	0.2794432687
1602	0.2792150961
1603	0.279071657
1604	0.2788916813
1605	0.2787200321
1606	0.2785494111
1607	0.2784031867
1608	0.2782910056
1609	0.2780966798
1610	0.2779509988
1611	0.2777807165
1612	0.2776798104
1613	0.2774775879
1614	0.2772951222
1615	0.2771814476
1616	0.2770445332
1617	0.2769357
1618	0.2767463335
1619	0.2765634285
1620	0.2764199263
1621	0.2763029956
1622	0.2760479616
1623	0.2759609614
1624	0.2757665095
1625	0.2756635644
1626	0.2755691464
1627	0.2754134173
1628	0.2753531527
1629	0.2751716866
1630	0.2750527732
1631	0.2748739791
1632	0.2748189228
1633	0.2747648113
1634	0.2745452096
1635	0.2743217365
1636	0.2742276306
1637	0.2739760015
1638	0.2738758236
1639	0.2737353049
1640	0.2735314965
1641	0.27320764
1642	0.2730478429
1643	0.2728134916
1644	0.2725756435
1645	0.2724097345
1646	0.2721543204
1647	0.2720077022
1648	0.2718976702
1649	0.2717787749
1650	0.2716834671
1651	0.271496864
1652	0.2713601985
1653	0.2711643854
1654	0.2709638379
1655	0.2709081159
1656	0.2707809624
1657	0.2706524618
1658	0.2705675127
1659	0.2703461805
1660	0.2701962953
1661	0.2700483347
1662	0.2699035172
1663	0.2697808087
1664	0.2697051642
1665	0.2696120861
1666	0.2694968702
1667	0.2693853639
1668	0.269331021
1669	0.2691872667
1670	0.2690216033
1671	0.2689051918
1672	0.2688195736
1673	0.2686748324
1674	0.2685418687
1675	0.2683381221
1676	0.2680594937
1677	0.2679537008
1678	0.2677660045
1679	0.2676678982
1680	0.2675892272
1681	0.2674598143
1682	0.2673320593
1683	0.267162885
1684	0.2670239177
1685	0.2668366793
1686	0.2666711342
1687	0.2665542062
1688	0.2663758549
1689	0.2661479487
1690	0.2659933888
1691	0.265834827
1692	0.265661598
1693	0.2654643598
1694	0.2653421498
1695	0.2652593905
1696	0.265118746
1697	0.2649698121
1698	0.2647419876
1699	0.2645915996
1700	0.2644777532
1701	0.2643087121
1702	0.2641750311
1703	0.2639828861
1704	0.2636963046
1705	0.2635326287
1706	0.2633302101
1707	0.2631358453
1708	0.2629739568
1709	0.2628591486
1710	0.2627012238
1711	0.2625843498
1712	0.2624957226
1713	0.2623902459
1714	0.2622758754
1715	0.262130837
1716	0.26200577
1717	0.2618752621
1718	0.2617151326
1719	0.2616220321
1720	0.2614797706
1721	0.2613692059
1722	0.2612509532
1723	0.2611030789
1724	0.2609575457
1725	0.2608580171
1726	0.2606976445
1727	0.2605580565
1728	0.2603785107
1729	0.2602918099
1730	0.2601465388
1731	0.2599802077
1732	0.2598771363
1733	0.2597579872
1734	0.2596908235
1735	0.2595363687
1736	0.2594887417
1737	0.2592977653
1738	0.2591345117
1739	0.2589593662
1740	0.2587859494
1741	0.2586490223
1742	0.2585247391
1743	0.2584221262
1744	0.2582876133
1745	0.2581158126
1746	0.2579727528
1747	0.2578087872
1748	0.2577302727
1749	0.2575701304
1750	0.2574415839
1751	0.2572274173
1752	0.2569691242
1753	0.2568348685
1754	0.2567182273
1755	0.2565161913
1756	0.2563336746
1757	0.2561401952
1758	0.2559868586
1759	0.2558989134
1760	0.2557851443
1761	0.2555363236
1762	0.2552982336
1763	0.2552275692
1764	0.2550480122
1765	0.2548566453
1766	0.2547603967
1767	0.2546397764
1768	0.254528744
1769	0.2544060061
1770	0.2543327075
1771	0.2541965123
1772	0.2540239151
1773	0.2538740312
1774	0.2536791413
1775	0.2535515853
1776	0.2533583448
1777	0.2531803949
1778	0.2530374489
1779	0.2528407003
1780	0.2527856413
1781	0.2526291811
1782	0.2524837781
1783	0.2523023193
1784	0.2521624179
1785	0.2519562852
1786	0.2517936449
1787	0.2516085718
1788	0.2515091493
1789	0.2513099919
1790	0.2512546977
1791	0.251201542
1792	0.2511076558
1793	0.2510467094
1794	0.2509946134
1795	0.2508796496
1796	0.2507526954
1797	0.2506814926
1798	0.2504385945
1799	0.2503955813
1800	0.2502600319
1801	0.2501394091
1802	0.2500595259
1803	0.2499053006
1804	0.2498058407
1805	0.2496887014
1806	0.2495901605
1807	0.2494608453
1808	0.2493130735
1809	0.2491174125
1810	0.2489487908
1811	0.2487668149
1812	0.2487411203
1813	0.2486121809
1814	0.248446447
1815	0.2482168007
1816	0.2480426179
1817	0.2478266744
1818	0.2477149319
1819	0.2475305377
1820	0.2473823991
1821	0.2472114481
1822	0.2471481656
1823	0.2470165382
1824	0.2468179821
1825	0.2466924034
1826	0.2466492089
1827	0.2465335035
1828	0.2464793765
1829	0.2463298283
1830	0.2462833756
1831	0.2461509555
1832	0.2460193222
1833	0.2458610186
1834	0.2457878223
1835	0.2456791267
1836	0.2455152339
1837	0.2454416436
1838	0.2453164265
1839	0.2451789862
1840	0.2450664474
1841	0.2449847725
1842	0.24484948
1843	0.2446921915
1844	0.2446073957
1845	0.2444764782
1846	0.2444271619
1847	0.2442999425
1848	0.2441634243
1849	0.2439865195
1850	0.2438077492
1851	0.2436700883
1852	0.2435148007
1853	0.2433776158
1854	0.2432433162
1855	0.2431554525
1856	0.243022381
1857	0.2428906009
1858	0.2427880854
1859	0.2426997375
1860	0.2425825597
1861	0.242514545
1862	0.2424574504
1863	0.2423075406
1864	0.2420892177
1865	0.2419831074
1866	0.2417865925
1867	0.2417001024
1868	0.2415099774
1869	0.2413815133
1870	0.2412695233
1871	0.241143388
1872	0.2409775599
1873	0.240869055
1874	0.2407690606
1875	0.2406515121
1876	0.2405366636
1877	0.2403902074
1878	0.2402836837
1879	0.2401555558
1880	0.2400854904
1881	0.2399096025
1882	0.2398267032
1883	0.2397355061
1884	0.239607872
1885	0.2394963536
1886	0.2393501756
1887	0.239240412
1888	0.2391329064
1889	0.238964086
1890	0.238802078
1891	0.238674513
1892	0.2385650495
1893	0.2384423897
1894	0.2383367234
1895	0.2381775467
1896	0.2380975648
1897	0.23798141
1898	0.237903844
1899	0.2377786677
1900	0.2376779665
1901	0.2375941487
1902	0.2373989377
1903	0.2373401532
1904	0.2372148225
1905	0.2370892193
1906	0.2369807142
1907	0.2368835424
1908	0.2366919432
1909	0.2365751365
1910	0.2364368493
1911	0.2363723148
1912	0.2362364259
1913	0.2360966079
1914	0.2359973218
1915	0.2359363698
1916	0.2357866068
1917	0.2356336903
1918	0.2355752274
1919	0.2355432985
1920	0.2354352764
1921	0.2352675287
1922	0.2352168473
1923	0.2350701983
1924	0.2348985771
1925	0.2347394495
1926	0.2346278305
1927	0.2345091287
1928	0.2344245987
1929	0.2343180957
1930	0.2342105404
1931	0.2341173952
1932	0.2340098262
1933	0.2339363158
1934	0.2337723654
1935	0.2336824425
1936	0.2335400844
1937	0.233412419
1938	0.2333413785
1939	0.2332714885
1940	0.2331304936
1941	0.2330190808
1942	0.232828881
1943	0.2327244117
1944	0.2325451983
1945	0.2323809908
1946	0.232305559
1947	0.2321998812
1948	0.2321330048
1949	0.2320817667
1950	0.2319691093
1951	0.231874743
1952	0.2318004928
1953	0.2316915498
1954	0.2315710282
1955	0.2314353726
1956	0.2313412078
1957	0.2311358772
1958	0.2310395948
1959	0.2308857155
1960	0.230836563
1961	0.2307367879
1962	0.2307053373
1963	0.2305855514
1964	0.2304612507
1965	0.2303945966
1966	0.2303190449
1967	0.2302526098
1968	0.2301502353
1969	0.2300447736
1970	0.2299466317
1971	0.2298174545
1972	0.229657791
1973	0.2296063737
1974	0.2295326109
1975	0.2292960003
1976	0.229173881
1977	0.2289728569
1978	0.2289193771
1979	0.2288307811
1980	0.2287176454
1981	0.228597362
1982	0.2284993533
1983	0.2283689057
1984	0.22831983
1985	0.2282172209
1986	0.2281538449
1987	0.228052333
1988	0.227917215
1989	0.227820855
1990	0.2277291115
1991	0.2276400146
1992	0.22752816
1993	0.2274366653
1994	0.227310469
1995	0.2271773203
1996	0.2270940181
1997	0.2269800843
1998	0.2268665421
1999	0.2268126634
2000	0.2267013028
2001	0.2266032699
2002	0.2265075133
2003	0.2264167099
2004	0.2263278368
2005	0.2261348331
2006	0.2259898206
2007	0.2258588105
2008	0.2258262083
2009	0.2257409381
2010	0.2256441056
2011	0.2255595252
2012	0.2255059112
2013	0.2253651232
2014	0.2252989275
2015	0.2251942149
2016	0.2250697593
2017	0.2249075219
2018	0.2248006287
2019	0.2247055621
2020	0.2246497193
2021	0.2245882269
2022	0.224494282
2023	0.224433483
2024	0.2243293859
2025	0.2242486191
2026	0.2241368373
2027	0.2240721579
2028	0.2239847585
2029	0.223856066
2030	0.2238128221
2031	0.2235895773
2032	0.2234052978
2033	0.2233297442
2034	0.2231873142
2035	0.2231066965
2036	0.2229550193
2037	0.2228608826
2038	0.2227912418
2039	0.2227552765
2040	0.2226662974
2041	0.222488216
2042	0.222356451
2043	0.2222437947
2044	0.2221627257
2045	0.2220447728
2046	0.2219605021
2047	0.2218723752
2048	0.2217853042
2049	0.2216965003
2050	0.2216172573
2051	0.2214520231
2052	0.2213680603
2053	0.2212685385
2054	0.2212152693
2055	0.2210981092
2056	0.2210145147
2057	0.2209220856
2058	0.2208548421
2059	0.2207669925
2060	0.2207228077
2061	0.2205942606
2062	0.2205587024
2063	0.2204168682
2064	0.2203311792
2065	0.2202515864
2066	0.2201404291
2067	0.2200274771
2068	0.2199195492
2069	0.219805544
2070	0.2197092684
2071	0.2195711154
2072	0.2195272716
2073	0.2194478201
2074	0.2193613753
2075	0.2192531611
2076	0.2191058545
2077	0.2189515597
2078	0.2188490002
2079	0.2187504021
2080	0.2186563162
2081	0.2185848831
2082	0.2184214815
2083	0.2183595094
2084	0.2182524116
2085	0.2181612173
2086	0.2180703575
2087	0.2179588471
2088	0.2177807803
2089	0.2177364781
2090	0.2176556395
2091	0.217562469
2092	0.2175098502
2093	0.2174521361
2094	0.2173785311
2095	0.2172980922
2096	0.2172013665
2097	0.2171274488
2098	0.2170219533
2099	0.2168507324
2100	0.2167231075
2101	0.216595173
2102	0.2165112134
2103	0.2164072608
2104	0.2163261232
2105	0.2162688297
2106	0.2161540275
2107	0.2160559543
2108	0.2159588654
2109	0.2158790425
2110	0.2158381352
2111	0.2157923032
2112	0.2156818632
2113	0.2155788378
2114	0.2155006504
2115	0.2153831607
2116	0.2151873149
2117	0.2150656416
2118	0.2149851997
2119	0.214934592
2120	0.2148284886
2121	0.2146623546
2122	0.2146135809
2123	0.2145499413
2124	0.2144798533
2125	0.2143481252
2126	0.2142663674
2127	0.2141524221
2128	0.2140627988
2129	0.2139708377
2130	0.2138579599
2131	0.2137315325
2132	0.2136509256
2133	0.2135846548
2134	0.2135190439
2135	0.2133895974
2136	0.2132779702
2137	0.2131740994
2138	0.2130708038
2139	0.2129886469
2140	0.2129467817
2141	0.2128289817
2142	0.2127012621
2143	0.212661952
2144	0.2125236234
2145	0.212422737
2146	0.2122957446
2147	0.2122569428
2148	0.212119056
2149	0.211995619
2150	0.2119098435
2151	0.2118496758
2152	0.2117467941
2153	0.2116499964
2154	0.2115387663
2155	0.2114439892
2156	0.2113407823
2157	0.2112744774
2158	0.2111642495
2159	0.2111244506
2160	0.2110270271
2161	0.2108755631
2162	0.2108226165
2163	0.2107059065
2164	0.210535577
2165	0.2104139603
2166	0.2103236495
2167	0.2102483852
2168	0.2101575004
2169	0.2100466554
2170	0.2099621362
2171	0.2099341742
2172	0.2098430656
2173	0.2098038167
2174	0.2097359548
2175	0.2096153589
2176	0.209463544
2177	0.2093375407
2178	0.209215784
2179	0.2091667707
2180	0.2090773292
2181	0.2090003989
2182	0.2088357895
2183	0.208699047
2184	0.2086015216
2185	0.2085316176
2186	0.2084944124
2187	0.2083944186
2188	0.208294972
2189	0.2082204082
2190	0.2080205085
2191	0.2079209527
2192	0.207847234
2193	0.207712164
2194	0.2076250469
2195	0.2075463227
2196	0.2075352725
2197	0.2074135856
2198	0.2073109022
2199	0.2072402138
2200	0.2071415516
2201	0.2070631512
2202	0.2070180117
2203	0.2069475663
2204	0.2068798645
2205	0.206808452
2206	0.2067780587
2207	0.2067128376
2208	0.2066732697
2209	0.2065805274
2210	0.2065074751
2211	0.2064373996
2212	0.2064030945
2213	0.2063775541
2214	0.2063001152
2215	0.2062176939
2216	0.2061334916
2217	0.2060415034
2218	0.2060073819
2219	0.2059191288
2220	0.2058233753
2221	0.2057420452
2222	0.2056983062
2223	0.2055710235
2224	0.2054361735
2225	0.2053130448
2226	0.205237289
2227	0.2051916799
2228	0.2051426313
2229	0.2050058252
2230	0.2049231044
2231	0.2048287219
2232	0.2047483952
2233	0.2046537956
2234	0.2046225119
2235	0.2045146907
2236	0.2044662201
2237	0.2043984564
2238	0.2043390477
2239	0.2042572292
2240	0.2041927268
2241	0.2041322867
2242	0.2040861799
2243	0.2040295999
2244	0.2039292492
2245	0.2038268059
2246	0.203767186
2247	0.2036529808
2248	0.203492685
2249	0.2033753186
2250	0.2032939657
2251	0.2032175579
2252	0.2031394609
2253	0.2030402072
2254	0.2029733091
2255	0.2029310177
2256	0.2028765786
2257	0.2028146746
2258	0.2027445784
2259	0.2026953487
2260	0.2026002009
2261	0.2025533374
2262	0.2024557681
2263	0.2024266598
2264	0.2023855415
2265	0.2023600898
2266	0.2022643001
2267	0.2022149269
2268	0.20213861
2269	0.2020276141
2270	0.2019815716
2271	0.2019099813
2272	0.2018135107
2273	0.2017564993
2274	0.2016605292
2275	0.2015107782
2276	0.2014218214
2277	0.2013992251
2278	0.2013295079
2279	0.2012202268
2280	0.2011546762
2281	0.2011104756
2282	0.2010573524
2283	0.2009700189
2284	0.2008467283
2285	0.2007579371
2286	0.2006828757
2287	0.2005765803
2288	0.2004778814
2289	0.2003551826
2290	0.2002541594
2291	0.2002020405
2292	0.200112743
2293	0.200040257
2294	0.1999564028
2295	0.1999176055
2296	0.1998599632
2297	0.1997751272
2298	0.1996823145
2299	0.1996071159
2300	0.1995304738
2301	0.1994537517
2302	0.1993857232
2303	0.1992675961
2304	0.1992128552
2305	0.1991569239
2306	0.1990027208
2307	0.1989091136
2308	0.1988374877
2309	0.1986970932
2310	0.1986550529
2311	0.1985632301
2312	0.1985092998
2313	0.1983943329
2314	0.19834486
2315	0.1982477358
2316	0.1982043816
2317	0.1981395775
2318	0.1980909909
2319	0.1979922206
2320	0.1978556525
2321	0.1977375032
2322	0.1976375494
2323	0.1975766986
2324	0.1975221882
2325	0.1974404998
2326	0.1973596614
2327	0.1973182281
2328	0.1972517747
2329	0.197176943
2330	0.1970933999
2331	0.1970062991
2332	0.1968769677
2333	0.1967734604
2334	0.1967189861
2335	0.1966563265
2336	0.1964910152
2337	0.1964230719
2338	0.1963429672
2339	0.1962835616
2340	0.1962106002
2341	0.1961360716
2342	0.1960473623
2343	0.1958653813
2344	0.1957474752
2345	0.195638546
2346	0.1955759083
2347	0.1955447273
2348	0.1954728951
2349	0.1953557948
2350	0.1952722401
2351	0.1951912001
2352	0.1951040604
2353	0.1950228536
2354	0.1949764439
2355	0.1949050573
2356	0.1948175921
2357	0.1947623571
2358	0.1946744393
2359	0.1946161644
2360	0.1945751863
2361	0.1944906541
2362	0.1944404334
2363	0.1943489191
2364	0.1942645621
2365	0.1941959111
2366	0.1941392417
2367	0.1940313563
2368	0.193939381
2369	0.1938406375
2370	0.1938017662
2371	0.1937615106
2372	0.1937010627
2373	0.1936536942
2374	0.1935939357
2375	0.1934668222
2376	0.1933706285
2377	0.1933316502
2378	0.1932390574
2379	0.1931686171
2380	0.1930996033
2381	0.1930508167
2382	0.1929976216
2383	0.1929677357
2384	0.192912439
2385	0.1928546111
2386	0.1927814863
2387	0.1926960258
2388	0.1926071419
2389	0.1925216106
2390	0.1924447708
2391	0.192324325
2392	0.1922432897
2393	0.1922030517
2394	0.1920718584
2395	0.1920130588
2396	0.1919463573
2397	0.1918910838
2398	0.1918619942
2399	0.1917815004
2400	0.1917293539
2401	0.1916499883
2402	0.1915855728
2403	0.1915555203
2404	0.1915120292
2405	0.1913949771
2406	0.1912872539
2407	0.1912036088
2408	0.1911106927
2409	0.1910214826
2410	0.1909688423
2411	0.1908586983
2412	0.1908115168
2413	0.1907568033
2414	0.1907031535
2415	0.190682413
2416	0.1905862572
2417	0.1905075735
2418	0.1904153574
2419	0.1903037989
2420	0.1902487898
2421	0.1901513923
2422	0.1900755852
2423	0.1899759302
2424	0.1899213753
2425	0.18983419
2426	0.1897968321
2427	0.189680216
2428	0.18964979
2429	0.1895635433
2430	0.1894860237
2431	0.1894006183
2432	0.1893050023
2433	0.1892224326
2434	0.1891685228
2435	0.1890787257
2436	0.1889636597
2437	0.1888451598
2438	0.1887802201
2439	0.1887575492
2440	0.1886726627
2441	0.1885890727
2442	0.1885308713
2443	0.1884820992
2444	0.1884521085
2445	0.1883860937
2446	0.1883356664
2447	0.1882615692
2448	0.1881826647
2449	0.1881168563
2450	0.1880809643
2451	0.188006825
2452	0.1879227569
2453	0.1878853401
2454	0.1878165076
2455	0.1877960203
2456	0.18772127
2457	0.1876642653
2458	0.1876050641
2459	0.1875128424
2460	0.1874311029
2461	0.1873599401
2462	0.1873019367
2463	0.1872344677
2464	0.187189494
2465	0.1871217151
2466	0.1870515031
2467	0.1869905956
2468	0.1869509415
2469	0.1869144555
2470	0.1868605013
2471	0.1867563171
2472	0.1867103847
2473	0.1866364331
2474	0.1865310588
2475	0.1864685325
2476	0.1864377606
2477	0.1863155043
2478	0.1862234075
2479	0.1860932571
2480	0.1860500964
2481	0.1859642997
2482	0.1859110253
2483	0.1858344019
2484	0.1857324084
2485	0.1856425528
2486	0.1854743258
2487	0.1853877437
2488	0.1853219062
2489	0.1852099293
2490	0.185143916
2491	0.1850695795
2492	0.1850199739
2493	0.1849917233
2494	0.1848949003
2495	0.1848504815
2496	0.1848218957
2497	0.1847573168
2498	0.1846502939
2499	0.1845733726
2500	0.1844716897
2501	0.1844427548
2502	0.1843164455
2503	0.1842632746
2504	0.1842361984
2505	0.1841539328
2506	0.1840163124
2507	0.1839658272
2508	0.1839003956
2509	0.1838481676
2510	0.1837362024
2511	0.1836635043
2512	0.1836369182
2513	0.1835312891
2514	0.1834753308
2515	0.1834551887
2516	0.1834223263
2517	0.1833772582
2518	0.1833187159
2519	0.183270525
2520	0.1832364229
2521	0.1831966241
2522	0.1831272112
2523	0.1830709951
2524	0.1829900065
2525	0.1829224821
2526	0.18283649
2527	0.1827695389
2528	0.1827306193
2529	0.1826679135
2530	0.1825923329
2531	0.1825338463
2532	0.1824222683
2533	0.1822912465
2534	0.1822401972
2535	0.182127874
2536	0.1820523695
2537	0.1819868211
2538	0.1819245192
2539	0.1818941849
2540	0.1818499374
2541	0.1817966564
2542	0.1817044476
2543	0.1816365424
2544	0.1816020722
2545	0.181554169
2546	0.1814970033
2547	0.1814098672
2548	0.1813530238
2549	0.1812249027
2550	0.1810903269
2551	0.1809867267
2552	0.1808701049
2553	0.1808275434
2554	0.1807313352
2555	0.1806728799
2556	0.1806115342
2557	0.1805518428
2558	0.1804628411
2559	0.1804067242
2560	0.1803359397
2561	0.1802561599
2562	0.1801782124
2563	0.1800175832
2564	0.1799506934
2565	0.1798270539
2566	0.179765526
2567	0.1797297318
2568	0.1796241302
2569	0.1795543021
2570	0.1795028749
2571	0.1794248216
2572	0.1793821833
2573	0.1793307196
2574	0.1792495264
2575	0.1791663228
2576	0.1790764851
2577	0.178997697
2578	0.1789324209
2579	0.1788933425
2580	0.1788148995
2581	0.1787379693
2582	0.178611229
2583	0.1785283442
2584	0.1784956074
2585	0.1783902635
2586	0.1783292073
2587	0.1782688114
2588	0.1781778724
2589	0.1781026875
2590	0.1780444933
2591	0.1779919132
2592	0.1779532833
2593	0.1778914989
2594	0.1778262188
2595	0.1777863712
2596	0.1776866832
2597	0.1775816843
2598	0.1775009944
2599	0.177431587
2600	0.1773906333
2601	0.1773185649
2602	0.1772713912
2603	0.1772159385
2604	0.1771178657
2605	0.1770604839
2606	0.1770078651
2607	0.1769303418
2608	0.1768880414
2609	0.1768092685
2610	0.1767121898
2611	0.1766647492
2612	0.1766305406
2613	0.1765961917
2614	0.176516745
2615	0.1764970165
2616	0.1764503336
2617	0.1764142342
2618	0.1763707204
2619	0.1763388162
2620	0.1762744306
2621	0.176244052
2622	0.176198652
2623	0.1761485244
2624	0.1760822732
2625	0.1758913098
2626	0.175802833
2627	0.1757637371
2628	0.1757082923
2629	0.1756108298
2630	0.1755309473
2631	0.1754649639
2632	0.1753001395
2633	0.1752519269
2634	0.1752043125
2635	0.1751539449
2636	0.1750747342
2637	0.1750066015
2638	0.1749531569
2639	0.1749032455
2640	0.1747942228
2641	0.1747059818
2642	0.1746639851
2643	0.1745900229
2644	0.1745361684
2645	0.1744553831
2646	0.1743843348
2647	0.1743176014
2648	0.1742569861
2649	0.1742168714
2650	0.1741787928
2651	0.1740797199
2652	0.1740510891
2653	0.1739948401
2654	0.1739559965
2655	0.1739090476
2656	0.1738335829
2657	0.1737494692
2658	0.1736999308
2659	0.1736554414
2660	0.1735163926
2661	0.1734288029
2662	0.1733649842
2663	0.1732550869
2664	0.1731718208
2665	0.1730918235
2666	0.1730150326
2667	0.1729688475
2668	0.1728802859
2669	0.1728211529
2670	0.1727356692
2671	0.1726761753
2672	0.1726087333
2673	0.1725348798
2674	0.1724840851
2675	0.172407913
2676	0.1723411939
2677	0.1722320646
2678	0.1721972423
2679	0.1721318946
2680	0.1720726745
2681	0.1720345065
2682	0.1719331824
2683	0.1718923347
2684	0.1718724568
2685	0.1718015066
2686	0.1717150665
2687	0.1716715564
2688	0.1716094641
2689	0.1715719035
2690	0.1714840096
2691	0.1714194905
2692	0.171365163
2693	0.1713225503
2694	0.1712493445
2695	0.1712193835
2696	0.1711513033
2697	0.1710993585
2698	0.1710080594
2699	0.1709195871
2700	0.1708587832
2701	0.1708089002
2702	0.1707750398
2703	0.1706909292
2704	0.1706661243
2705	0.1706117715
2706	0.1705909454
2707	0.1705764653
2708	0.1705013297
2709	0.1704373155
2710	0.1703521021
2711	0.1702716474
2712	0.1702311022
2713	0.1701656105
2714	0.1701065502
2715	0.170079104
2716	0.1700310201
2717	0.1699675842
2718	0.1699002388
2719	0.1698266794
2720	0.1697907332
2721	0.1697020296
2722	0.169600835
2723	0.1695560798
2724	0.1695068452
2725	0.1694351358
2726	0.1693378783
2727	0.1692997479
2728	0.1692339968
2729	0.1691402209
2730	0.1690698418
2731	0.1690189205
2732	0.168945984
2733	0.1689057791
2734	0.1687354096
2735	0.1686578314
2736	0.1685586969
2737	0.1685147642
2738	0.1684772535
2739	0.1684246667
2740	0.1683585813
2741	0.1682930201
2742	0.168249648
2743	0.1682017496
2744	0.1681829964
2745	0.1681232487
2746	0.1680923024
2747	0.1679993691
2748	0.1679467154
2749	0.1678660479
2750	0.1678335574
2751	0.1677574455
2752	0.1676749771
2753	0.1676154549
2754	0.1675364887
2755	0.167421342
2756	0.1673648431
2757	0.1672598896
2758	0.1672039747
2759	0.167098409
2760	0.1670520316
2761	0.1670031369
2762	0.1668782633
2763	0.166835388
2764	0.1667350304
2765	0.166699477
2766	0.1666418747
2767	0.1665737164
2768	0.166526274
2769	0.1664460832
2770	0.1663735018
2771	0.1662866281
2772	0.1662237861
2773	0.1661697969
2774	0.1660670923
2775	0.1660216371
2776	0.1659709348
2777	0.1659092582
2778	0.1658752141
2779	0.1658118739
2780	0.1657158889
2781	0.1656846089
2782	0.1656495337
2783	0.1656012472
2784	0.1655202451
2785	0.1655036176
2786	0.1654725708
2787	0.1653554513
2788	0.1652789326
2789	0.1652448205
2790	0.1651819907
2791	0.1651357237
2792	0.1650803884
2793	0.1650052702
2794	0.1649540526
2795	0.1648588412
2796	0.1647999547
2797	0.1647685669
2798	0.1647053545
2799	0.1646614933
2800	0.1646123708
2801	0.1645483605
2802	0.1645054412
2803	0.1644715049
2804	0.1644206816
2805	0.1643657232
2806	0.1642958445
2807	0.1642217316
2808	0.1641469515
2809	0.1640853823
2810	0.1640289152
2811	0.1639751927
2812	0.1639175578
2813	0.1638032449
2814	0.1637738011
2815	0.1637232389
2816	0.1636789861
