Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never",Marital_Stability_Target
51,Secondary or below,Agricultural,Tribe,Hindu,47,147.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Husband/partner alone,Husband/partner alone,Most of the time afraid,1
35,Secondary or below,Agricultural,Tribe,Hindu,30,146.4,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
28,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,22,155.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,Sometimes,Sometimes,Husband/partner alone,Husband/partner alone,Most of the time afraid,1
40,Secondary or below,Agricultural,Caste,Hindu,36,157.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
27,Secondary or below,Services / household and domestic,Caste,Hindu,20,144.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
38,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35,159.3,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,Don't know,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,35,149.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,0
46,Secondary or below,Agricultural,Caste,Hindu,40,150.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Don't know,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
54,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40,151.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Sometimes,Sometimes,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
39,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34,160.4,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
26,Secondary or below,Agricultural,Caste,Hindu,24,151.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
53,Secondary or below,Agricultural,Caste,Hindu,46,152.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
31,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,26,146.9,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
39,Secondary or below,Agricultural,Caste,Hindu,36,145.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
25,Post-Graduate (MBA/MA),Sales,Caste,Hindu,24,,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
26,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,136.4,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
29,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,24,142.5,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
43,Higher Secondary,Services / household and domestic,Caste,Hindu,38,148.6,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Most of the time afraid,1
52,Secondary or below,Agricultural,Caste,Hindu,41,156.2,Secondary or below,Sales,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
52,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,48,162.8,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,38,149.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
42,Higher Secondary,Sales,Caste,Hindu,37,159.1,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
35,Secondary or below,Agricultural,Caste,Hindu,28,154.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,No,Sometimes,Never,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Respondent alone,Respondent alone,Most of the time afraid,1
36,Secondary or below,Agricultural,Caste,Hindu,28,154.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
39,Secondary or below,Skilled and unskilled manual,Caste,Hindu,29,145.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,"Yes, but not in the last 12 months",Sometimes,Husband/partner alone,Husband/partner alone,Most of the time afraid,1
54,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,153.4,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Respondent alone,Sometimes afraid,1
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38,143.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
54,Secondary or below,Services / household and domestic,Caste,Hindu,48,157.2,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Often,Often,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
28,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,153.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,24,152.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
37,Secondary or below,Agricultural,Caste,Hindu,34,143.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Secondary or below,Sales,Caste,Hindu,41,154.4,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,No,Yes,Never,Never,Never,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
40,Secondary or below,Sales,Caste,Hindu,38,150.3,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Respondent alone,Respondent and husband/partner,Most of the time afraid,1
36,Secondary or below,Other,Caste,Hindu,36,162.2,Post-Graduate (MBA/MA),Not working,Caste,Muslim,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Secondary or below,Other,Caste,Hindu,36,156.0,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,Yes,Yes,Sometimes,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
30,Secondary or below,Agricultural,Caste,Hindu,22,146.4,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,No,Yes,Never,Never,Never,Sometimes,Husband/partner alone,Respondent alone,Sometimes afraid,1
24,Secondary or below,Clerical,Caste,Hindu,21,151.9,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
43,Secondary or below,Other,Caste,Hindu,35,154.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Telangana,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,40,151.1,Secondary or below,Agricultural,Tribe,Hindu,Urban,Telangana,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
33,Secondary or below,Other,Caste,Hindu,29,140.6,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
35,Secondary or below,Agricultural,Caste,Hindu,32,148.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
33,Secondary or below,Agricultural,Caste,Hindu,25,154.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
50,Secondary or below,Agricultural,Caste,Hindu,47,151.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Sometimes afraid,0
29,Secondary or below,Agricultural,Caste,Hindu,22,144.1,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent alone,Husband/partner alone,Never afraid,1
48,Secondary or below,Skilled and unskilled manual,Caste,Muslim,40,151.1,Secondary or below,Agricultural,Caste,Muslim,Rural,Telangana,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
32,Secondary or below,Services / household and domestic,Caste,Muslim,26,154.1,Secondary or below,Agricultural,Caste,Muslim,Rural,Telangana,Yes,No,Sometimes,Sometimes,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
42,Secondary or below,Services / household and domestic,Caste,Muslim,38,152.2,Secondary or below,Agricultural,Caste,Muslim,Rural,Telangana,Yes,No,"Yes, but not in the last 12 months","Yes, but not in the last 12 months",Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
50,Secondary or below,Agricultural,Caste,Christian,45,143.6,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
28,Secondary or below,Agricultural,Caste,Hindu,26,147.9,Higher Secondary,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Secondary or below,Agricultural,Caste,Hindu,30,154.1,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,"Yes, but not in the last 12 months",Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
44,Secondary or below,Not working,Caste,Hindu,38,146.6,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Agricultural,Caste,Hindu,43,142.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,Yes,Never,"Yes, but not in the last 12 months",Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
53,Secondary or below,Agricultural,Caste,Hindu,46,148.3,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,"Yes, but not in the last 12 months",Sometimes,Sometimes,Sometimes,Respondent alone,Respondent alone,Sometimes afraid,0
44,Secondary or below,Agricultural,Caste,Hindu,33,147.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
35,Secondary or below,Agricultural,Caste,Hindu,30,157.8,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Sometimes,Sometimes,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
40,Secondary or below,Agricultural,Caste,Muslim,36,148.0,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
53,Secondary or below,Agricultural,Caste,Hindu,48,148.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
55,Secondary or below,Agricultural,Tribe,Hindu,48,153.0,Secondary or below,Sales,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Agricultural,Tribe,Hindu,43,152.7,Secondary or below,Agricultural,Tribe,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
32,Higher Secondary,Agricultural,Caste,Hindu,26,158.3,Higher Secondary,Not working,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,"Yes, but not in the last 12 months",Husband/partner alone,Respondent alone,Never afraid,1
54,Secondary or below,Agricultural,Caste,Hindu,47,149.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
44,Secondary or below,Agricultural,Caste,Hindu,38,151.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
33,Higher Secondary,Agricultural,Caste,Hindu,24,154.9,Higher Secondary,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
43,Secondary or below,Agricultural,Caste,Hindu,38,147.6,Secondary or below,Other,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Agricultural,Caste,Hindu,43,152.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Secondary or below,Agricultural,Caste,Hindu,30,143.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
34,Secondary or below,Agricultural,Caste,Hindu,34,152.8,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
32,Secondary or below,Agricultural,Caste,Hindu,28,161.4,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,Yes,Yes,Never,Never,Never,Sometimes,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
30,Secondary or below,Agricultural,Caste,Hindu,29,156.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,Yes,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
39,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34,151.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Sometimes,Never,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
44,Secondary or below,Sales,Caste,Hindu,38,154.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent alone,Sometimes afraid,1
29,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,157.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Telangana,Yes,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
28,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,148.5,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
50,Secondary or below,Agricultural,Caste,Hindu,41,153.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,No,No,"Yes, but not in the last 12 months","Yes, but not in the last 12 months","Yes, but not in the last 12 months","Yes, but not in the last 12 months",Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
26,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,147.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Husband/partner alone,Husband/partner alone,Never afraid,1
